id,d_id,viewtype,network,category,data_type,consumable_data,charges,data_name,incentive,validity,time_window,recursive,prorated,deposite,subscription,unsubscription,status_string,offer_status,offer_detail,isms_maincategory_id,description,ussd_string,packagesids,citiesids,status,faqs,baserate,prioritytable,workcode,updatenotes,mainheader,notifydomain,dostatus
1704,122,CallCenter,Jazz,Postpaid,6,3GB,Rs 400+tax,3 GB Addon,3 GB,30 Days,24 HRS,no,na,na,*441*51# / CRM / WhatsApp / Simsosa / *446# / *443# / *441#,CRM / JW / *446# / *443# / *441#,*2222#,active,"Customer can avail this from our self-service channels i.e.,WhatsApp 03003008000",5403,3 GB  Addon,*441*51#,0,nan,A,nan,Rs.5/MB,nan,Description Category 3 GB Add On - Data - Monthly - Activation Postpaid Offers/Bundles 3 GB Add On - Data - Monthly - Information Postpaid Offers/Bundles 3 GB Add On - Data - Monthly - Complaints - Wrong/Over Charging Postpaid Offers/Bundles,USSD addition,B2C,"CC - GSM JAZZ,CC - RTG,CC - CFL,CC - QA,DFS - Helpline,CE Team,CE VMT,RBH,CP,RD,ASM BSM,FRA - ALL,Business centers,EC - Managers,MKT - Segments,MKT-VAS,DIG - ALL,BO - Outsource,BO - In House,CE-Development,Jazz Q&T,CC: Credit & Collection,Social Media,Comm Unit,CX–PTA CORRESPONDENCE TEAM,FSE groups,MMBL QA,Regional Finance Business Partner,MMBL CC,JAZZ WORLD TEAM,Sales,B2B,Sales (Regional commercial),Sales Operation Executive,BIZ,DFS Customer Experience Team",nan
1708,123,CallCenter,Jazz,Prepaid,9,25GB,PKR 869.56 (Recharge Amount PKR 1000),MBB Weekly Bundle 25GB,25GB,7 Days,24 hours,-,-,-,*117*57#,*117*57*4#,*117*57*2#,Active,"7 Day Bundle Subscription Channels: USSD,CRM, SIMOSA Subscription string: *117*57# Price: Rs. 869.56 (Recharge amount PKR 1000) Validity: Exactly 7 Days Data Incentive: 25 GBs Multiple subscription: Allowed No Overage & PYG applicable on Dongle or Data SIM. Internet offers can be subscribed and consumed in 2G/3G/4G networks areas Bundles will not auto-subscribe and need to be subscribed again upon expiry Only available to Dongle (SC62) & Data SIM (SC18) customers","54,085,409",MBB Weekly Bundle 25GB,*117*57#,0,nan,A,nan,Rs. 0/MB,nan,Description Category Area MBB Weekly Bundle 25GB - Data - Weekly - Activation Dongle Wingle Offers/Bundles Activation MBB Weekly Bundle 25GB - Data - Weekly - Information Dongle Wingle Offers/Bundles Information MBB Weekly Bundle 25GB - Data - Weekly - Complaints - General Dongle Wingle Offers/Bundles Complaints - General,WCs are updated,B2C,"CC - GSM JAZZ,CC - RTG,CC - CFL,CC - QA,DFS - Helpline,CE Team,CE VMT,RBH,CP,RD,ASM BSM,FRA - ALL,EC - RCCH,Business centers,EC - Managers,MKT - Segments,MKT-VAS,DIG - ALL,BO - Outsource,BO - In House,CE-Development,Jazz Q&T,CC: Credit & Collection,Social Media,Comm Unit,CX–PTA CORRESPONDENCE TEAM,FSE groups,MMBL QA,Regional Finance Business Partner,MMBL CC,JAZZ WORLD TEAM,Sales,B2B,Sales (Regional commercial),Sales Operation Executive,BIZ,DFS Customer Experience Team",nan
1712,125,CallCenter,Jazz,Prepaid,9,8GB (24 hours),"Rs.347.82 (inc tax), recharge required Rs.400",MBB 3 Day 8GB,8G,3 Days,24 hours,No,No,-,*117*53#,*117*53*4#,*117*53*2#,Active,"3 Day Bundle Subscription Channels: USSD,CRM, SIMOSA Subscription string: *117*53# Price: Rs. 347.82 (Recharge amount PKR 400) Validity: Exactly 3 Days Data Incentive: 8 GBs Multiple subscription: Allowed No Overage & PYG applicable on Dongle or Data SIM. Internet offers can be subscribed and consumed in 2G/3G/4G networks areas Bundles will not auto-subscribe and need to be subscribed again upon expiry Only available to Dongle (SC62) & Data SIM (SC18) customers",5465,MBB 3 Day bundle,*117*53#,0,nan,A,nan,0/MB,nan,Description Category Area MBB 3 Day Bundle - Data - 3 Day - Activation Dongle Wingle Offers/Bundles Activation MBB 3 Day Bundle - Data - 3 Day - Information Dongle Wingle Offers/Bundles Information MBB 3 Day Bundle - Data - 3 Day - Complaints - Incentive Issue Dongle Wingle Offers/Bundles Complaints - Incentive Issue MBB 3 Day Bundle - Data - 3 Day - Complaints - Wrong/Over Charging Dongle Wingle Offers/Bundles Complaints - Wrong/Over Charging MBB 3 Day Bundle - Data - 3 Day - Complaints - General Dongle Wingle Offers/Bundles Complaints - General,WCs are updated,B2C,"CC - GSM JAZZ,CC - RTG,CC - CFL,CC - QA,DFS - Helpline,CE Team,CE VMT,RBH,CP,RD,ASM BSM,FRA - ALL,EC - RCCH,Business centers,EC - Managers,MKT - Segments,MKT-VAS,DIG - ALL,BO - Outsource,BO - In House,Jazz Q&T,CC: Credit & Collection,Social Media,Comm Unit,CX–PTA CORRESPONDENCE TEAM,FSE groups,MMBL QA,Regional Finance Business Partner,MMBL CC,JAZZ WORLD TEAM,Sales,B2B,Sales (Regional commercial),Sales Operation Executive,BIZ,DFS Customer Experience Team",nan
1720,131,CallCenter,Jazz,Postpaid,10,20 GBs,"PKR 1500 (Inc Tax) , PKR 1091.5 (Excl. Tax)",Monthly Prime - Bolt On,20 GBs,30 Days,24Hrs,Yes,Yes,-,CRM/*446#,-,*2222#,-,Monthly Prime data offer 20GBs @ Rs.1091.5+Tax Dial *446#,7489,Monthly Prime data offer 20GBs @ Rs.1091.5+Tax Dial *446#,-,0,nan,A,"Applicable on all existing Consumer Postpaid subscribers [Jazz & Warid], New SIM Sales, Pre to Post Conversions, and Port-Ins All other mechanics of the Bundle remain the same",As per PP,nan,Description Monthly Prime - Data - Monthly - Activation Monthly Prime - Data - Monthly - Deactivation Monthly Prime - Data - Monthly - Information Monthly Prime - Data - Monthly - Complaints - Incentive Issue Monthly Prime - Data - Monthly - Complaints - General,nan,B2C,"CC - GSM JAZZ,CC - RTG,CC - QA,DFS - Helpline,CE VMT,Jazz Q&T,MMBL QA,MMBL CC,Helpdesk_CallCenter",nan
1724,216,CallCenter,Jazz,Prepaid,10,6144 MBs,Rs.5975 [Incl Tax],Prepaid Saudi Roaming Bundle - 6GB,6144 MBs,45 Days,24 hours,-,-,-,*7626#,-,-,-,"Roaming bundle subscription is available on retailer menu 964 effective from 5th april, 2024 Key Features Saudi Data Roaming bundle is only available in Saudi Arabia Only. This bundle is configured for all Saudi Operators, out preferred partner is Mobily. Bundle is valid for 45 Days from date of subscription and standard tax will apply. Multi subscription is allowed. You can subscribe same bundle again. This is bundle is available for Entire Jazz Base i.e. Prepaid, Postpaid B2C, Postpaid B2B, Official, Employee & FNF. Prepaid, Postpaid B2C, Employee subscribers can activate these bundles by dialing USSD *7626# (*ROAM#), emailing at customercare@jazz.com.pk , SIMOSA App, roaming helpline number 03002000100, jazz helpline 777. Official Subscribers can activate this bundle by sending an email to  “ official.phone@jazz.com.pk ”. B2B Customers can activate Saudi Bundle by coordinating with JBC or registered POC. IR with Data is the prerequisite for bundle subscription. Prepaid – IR With Data services will be active automatically once the bundle is subscribed. Postpaid B2C – Kindly coordinate with our front end channels for IR activation first. Minimum credit limit of 5K is required for IR activation. Postpaid B2B – Kindly coordinate with your JBC or registered POC. JBCs & POCs will further coordinate with our BHL 03000160160, Business Care and Operation support Team. Front agent need to ensure that IR is active in a correct order i.e. IR Voice First, followed by IR Data. Threshold Notifications are configured at 50%,90% & 100% consumption of bundles. PAY-G Consumption : Prepaid: There is no PAY G exposure for prepaid segment. Once bundle is consumed, the data will stop working. Postpaid B2B, Postpaid B2C, Employee, FNF: PAY G rate will apply once the bundle expires and 0.2 $ / MB rate will apply after complete consumption of bundle. You can have a track on usage by dialing *2222# or you can track usage by SIMOSA app. Trouble shooting: In case IR is not working, kindly follow below guidelines; Manual Network Selection For Android : Go to ‘Settings’ → Network Selection → Manual Network Selection → (Search network & select from available network). For I-Phone: Go to ‘Settings’ à Mobile Data à Manual Network selection → (Search network & select from available network) Data Not Working For Android: Settings - Mobile Networks - Access Point Name - Add New APN as “jazz” (Lower Case) à Save & Select this new APN. For I-Phone: Settings - Mobile Data - Mobile Data Network - Add New APN as “jazz” (Lower Case).",8855,Saudi Roaming Bundle -8500,-,0,nan,A,nan,See Offer Details Column,nan,WRAPUPCODE CATEGORY DESCRIPTION 15749 Prepaid Offers/Bundles World Roaming Bundles - Data - Activation 15750 Prepaid Offers/Bundles World Roaming Bundles - Data - Information 15751 Prepaid Offers/Bundles World Roaming Bundles - Data - Complaints - Incentive Issue 15752 Prepaid Offers/Bundles World Roaming Bundles - Data - Complaints - Wrong/Over Charging 15753 Prepaid Offers/Bundles World Roaming Bundles - Data - Complaints - General,ISMS Addition,B2C,"CC - GSM JAZZ,CC - RTG,CC - CFL,CC - QA,DFS - Helpline,CE Team,CE VMT,RBH,CP,RD,ASM BSM,FRA - ALL,Business centers,EC - Managers,MKT - Segments,MKT-VAS,DIG - ALL,BO - Outsource,BO - In House,CE-Development,Jazz Q&T,CC: Credit & Collection,Social Media,Comm Unit,CX–PTA CORRESPONDENCE TEAM,FSE groups,MMBL QA,Regional Finance Business Partner,MMBL CC,JAZZ WORLD TEAM,Sales,B2B,Sales (Regional commercial),Sales Operation Executive,BIZ",nan
1728,217,CallCenter,Jazz,Prepaid,5,2048 MBs,Rs.2390 (Incl Tax),Prepaid Saudi Roaming Bundle - 2GB,2048 MBs,30 Days,24Hrs,-,-,-,*7626#,-,*7626#,-,Saudi Roaming Bundle -1200 Multiple subscription: is Allowed,nan,Saudi Roaming Bundle - 1200,*7626#,0,nan,A,nan,As per package plan,nan,Description World Roaming Bundles - Data - Activation World Roaming Bundles - Data - Information World Roaming Bundles - Data - Complaints - Incentive Issue World Roaming Bundles - Data - Complaints - Wrong/Over Charging World Roaming Bundles - Data - Complaints - General,Rename and price correction,B2C,CC - GSM JAZZ,nan
1732,224,CallCenter,Jazz,Postpaid,10,2GB,Rs. 2000 (Excl Tax),Postpaid Saudi Roaming Bundle - 2GB,2GB,30 Days,24Hrs,-,-,-,CRM/*7626#,-,*7626#  &  *2222#,-,"Key Features Saudi Data Roaming bundle is only available in Saudi Arabia Only. This bundle is configured for all Saudi Operators, out preferred partner is Etisalat and STC. Bundle is valid for 30 Days from date of subscription and standard tax will apply. Multi subscription is allowed. You can subscribe same bundle again. This is bundle is available for Entire Jazz Base i.e. Prepaid, Postpaid B2C, Postpaid B2B, Official, Employee & FNF. Prepaid, Postpaid B2C, Employee subscribers can activate these bundles by dialing USSD *7626# (*ROAM#), emailing at customercare@jazz.com.pk , Jazz World App, roaming helpline number 03002000100, jazz helpline 777. Official Subscribers can activate this bundle by sending an email to  “ official.phone@jazz.com.pk ”. B2B Customers can activate Saudi Bundle by coordinating with JBC or registered POC. IR with Data is the prerequisite for bundle subscription. Prepaid – IR With Data services will be active automatically once the bundle is subscribed. Postpaid B2C – Kindly coordinate with our front end channels for IR activation first. Minimum credit limit of 5K is required for IR activation. Postpaid B2B – Kindly coordinate with your JBC or registered POC. JBCs & POCs will further coordinate with our BHL 03000160160, Business Care and Operation support Team. Front agent need to ensure that IR is active in a correct order i.e. IR Voice First, followed by IR Data. Threshold Notifications are configured at 50%,90% & 100% consumption of bundles. PAY-G Consumption : Prepaid: There is no PAY G exposure for prepaid segment. Once bundle is consumed, the data will stop working. Postpaid B2B, Postpaid B2C, Employee, FNF: PAY G rate will apply once the bundle expires and 0.2 $ / MB rate will apply after complete consumption of bundle. You can have a track on usage by dialing *2222# or you can track usage by Jazz World app. Trouble shooting: In case IR is not working, kindly follow below guidelines; Manual Network Selection For Android : Go to ‘Settings’ → Network Selection → Manual Network Selection → (Search network & select from available network). For I-Phone: Go to ‘Settings’ à Mobile Data à Manual Network selection → (Search network & select from available network) Data Not Working ??????? For Android: Settings - Mobile Networks - Access Point Name - Add New APN as “jazz” (Lower Case) à Save & Select this new APN. For I-Phone: Settings - Mobile Data - Mobile Data Network - Add New APN as “jazz” (Lower Case).",8611,Postpaid Saudi Roaming Bundle - 2GB,-,0,nan,A,"- What’s app Calls (Voice & Video) will work with our Saudi Bundles. - This is not the limited time offer, this offer is valid throughout the year. - Please visit our website “bit.ly/43nkIOu” for further details.",As per package plan,nan,Description Category World Roaming Bundles - Data - Activation Postpaid Offers/Bundles World Roaming Bundles - Data - Information Postpaid Offers/Bundles World Roaming Bundles - Data - Complaints - Incentive Issue Postpaid Offers/Bundles World Roaming Bundles - Data - Complaints - Wrong/Over Charging Postpaid Offers/Bundles World Roaming Bundles - Data - Complaints - General Postpaid Offers/Bundles,Etisalat and STC,B2C,"CC - GSM JAZZ,CC - RTG,CC - CFL,CC - QA,DFS - Helpline,CE Team,CE VMT,Jazz Q&T,MMBL QA,MMBL CC",nan
1737,207,CallCenter,Jazz,Prepaid,10,See Below Table,see table,Sashay Social Offers - [SIMOSA/JC],See Below Table,1 Day (Mid Night),1 Day (Mid Night),-,-,-,*220# [Suppressed],-,-,-,"Update : 1st jan, 2025 price revised to Rs.5 Update 5th Nov , 2024: Upon subscription via Simosa app, discounted price of Rs. 1 will be charged for Whatsapp sashay offer Update 5th Nov , 2024: Upon subscription via Simosa app, discounted price of Rs. 1 will be charged for Youtube & facebook offer Dear All Sashay Offers price and incentive have been revised.Please find below updated details Also *220# menu & Direct strings are suppressed.These offer can only be subscribed via SIMOSA & JC now. Multiple subscription is not allowed Name Incentive Price Validity (Incl.Tax) WhatsApp Sashay Offer 500 Mbs WhatsApp PKR 3 1 Day (Mid Night) YouTube Sashay Offer 500 Mbs YouTube PKR 3 1 Day (Mid Night) Tiktok Sashay Offer 400 Mbs tiktok , 100Mb flat PKR 3 1 Day (Mid Night) Facebook Sashay Offer 500 Mbs Facebook PKR 3 1 Day (Mid Night) w.e.f. 13th Feb 2025 11:59PM , bundle price has been revised to PKR 5 upon subscription via SIMOSA Name Incentive Price Validity (Incl.Tax) WhatsApp Sashay Offer 500 Mbs WhatsApp PKR 5 1 Day (Mid Night) YouTube Sashay Offer 500 Mbs YouTube PKR 5 1 Day (Mid Night) Tiktok Sashay Offer 400 Mbs tiktok , 100Mb flat PKR 5 1 Day (Mid Night) Facebook Sashay Offer 500 Mbs Facebook PKR 5 1 Day (Mid Night) Daily Snapchat 400 Mbs Snapchat, 100Mb flat PKR 5 1 Day (Mid Night) Daily Instagram & Threads 400 Mbs Instagram/Threads, 100Mb PKR 5 1 Day (Mid Night)","529,252,935,294",Sashay Social Offers - [SIMOSA/JC],*220# [Suppressed],0,nan,A,nan,As per package plan,nan,DESCRIPTION Sashay WA Social Offers - Base - Default - Activation Sashay WA Social Offers - Base - Default - Information Sashay WA Social Offers - Base - Default - Complaints - Incentive Issue Sashay WA Social Offers - Base - Default - Complaints - Wrong/Over Charging Sashay FB Social Offers - Base - Default - Activation Sashay FB Social Offers - Base - Default - Information Sashay FB Social Offers - Base - Default - Complaints - Incentive Issue Sashay FB Social Offers - Base - Default - Complaints - Wrong/Over Charging Sashay YT Social Offers - Base - Default - Activation Sashay YT Social Offers - Base - Default - Information Sashay YT Social Offers - Base - Default - Complaints - Incentive Issue Sashay YT Social Offers - Base - Default - Complaints - Wrong/Over Charging,"Update : 1st jan, 2025 price revised to Rs.5",B2C,"FRA - ALL,FSE groups,Regional Finance Business Partner",nan
1741,206,CallCenter,Jazz,Prepaid,5,5 GBs Tik Tok,PKR.104 (inc tax),Monthly Tik Tok Offer - [SIMOSA & Jazz Cash],5 GBs [ Only Tik Tok ],X+29 days,24hrs,No,-,-,SIMOSA/Jazz Cash,*891*4# [Suppressed],*891*2# [Suppressed],*891*3# [Suppressed],Dear All Monthly TikTok Offer subscription is only available via SIMOSA and Jazz Cash channels. Please guide customer accordingly. ------------------------------------------------------------------------------------------------------------------------------------------------- Important Points Multiple subscription: ALLOWED Overage: Rs.2.25/MB Product QV code: MONTHLYTICKTOCKOFFPEAK,8890,-,*891#[Suppressed],0,nan,A,nan,PKR 5/MB,nan,Description Monthly TikTok Offer - Data - Monthly - Activation Monthly TikTok Offer - Data - Monthly - Complaints - General Monthly TikTok Offer - Data - Monthly - Complaints - Incentive Issue Monthly TikTok Offer - Data - Monthly - Complaints - Wrong/Over Charging Monthly TikTok Offer - Data - Monthly - Information,Price Updated,B2C,"FRA - ALL,FSE groups",nan
1745,205,CallCenter,Jazz,Prepaid,10,4.5 GB Instagram (24hr) + 512 MBs Data (24hr),PKR 104 (Incl Tax),Monthly Instagram Offer [SIMOSA & Jazz Cash],4.5 GB Instagram (24hr) + 512 MBs Data (24hr),X+29 Days,24 hours,-,-,-,SIMOSA & Jazz Cash,-,-,-,"Terms and Conditions: Offer is available for prepaid subscribers only Upon subscribing to offer from SIMOSA & JazzCash, customer will be subscribed to Monthly Instagram offer for 30 days All incentives will be posted at the time of subscription and will expire at 23:59 hours of the 30th calendar day Offer MBs can be used 24 hours Bundle is non-recursive and multiple subscriptions are allowed Customers will have to subscribe to offer again via SIMOSA & JazzCash to avail the bundle more than once In case of multiple subscriptions previous incentive will be added and new validity will be applicable Customer will be charged as per his/her respective base rate package incase bundle incentives have exhausted and customer is not subscribed to any other bundle.",7524,-,-,0,nan,A,nan,Rs. 5/MB,nan,Work Code Description Category Area 15894 Monthly Instagram Offer - Data - Monthly - Activation Prepaid Offers/Bundles Activation 15895 Monthly Instagram Offer - Data - Monthly - Information Prepaid Offers/Bundles Information 15896 Monthly Instagram Offer - Data - Monthly - Complaints - Incentive Issue Prepaid Offers/Bundles Complaints - Incentive Issue 15898 Monthly Instagram Offer - Data - Monthly - Complaints - General Prepaid Offers/Bundles Complaints - General,price revision,B2C,"CC - GSM JAZZ,CC - RTG,CC - CFL,CC - QA,DFS - Helpline,CE Team,CE VMT,RBH,CP,RD,ASM BSM,FRA - ALL,Business centers,EC - Managers,MKT - Segments,MKT-VAS,DIG - ALL,BO - Outsource,BO - In House,CE-Development,Jazz Q&T,CC: Credit & Collection,Social Media,Comm Unit,CX–PTA CORRESPONDENCE TEAM,FSE groups,MMBL QA,Regional Finance Business Partner,MMBL CC,JAZZ WORLD TEAM,Sales,B2B,Sales (Regional commercial),Sales Operation Executive,BIZ,DFS Customer Experience Team",nan
1749,204,CallCenter,Jazz,Prepaid,10,4.5 GB Snapchat Social + 512 MBs Flat Data,PKR 104 (Incl Tax),Monthly SnapChat offer [SIMOSA & Jazz Cash]],4.5 GB Snapchat Social + 512 MBs Flat Data,x+29,24hrs,No,-,-,SIMOSA & JazzCash,-,-,-,"Terms and Conditions: Offer is available for prepaid subscribers only Upon subscribing to offer from SIMOSA & JazzCash, customer will be subscribed to Monthly Snapchat offer for 30 days All incentives will be posted at the time of subscription and will expire at 23:59 hours of the 30th calendar day Bundle is non-recursive and multiple subscriptions are allowed Customers will have to subscribe to offer again via SIMOSA & JazzCash to avail the bundle more than once In case of multiple subscriptions previous incentive will be added and new validity will be applicable Customer will be charged as per his/her respective base rate package incase bundle incentives have exhausted and customer is not subscribed to any other bundle.",8889,-,-,0,nan,A,nan,5/MB,nan,Monthly SnapChat Offer - Data - Monthly - Activation Monthly SnapChat Offer - Data - Monthly - Information Monthly SnapChat Offer - Data - Monthly - Complaints - Incentive Issue Monthly SnapChat Offer - Data - Monthly - Complaints - Wrong/Over Charging Monthly SnapChat Offer - Data - Monthly - Complaints - General,Price changed,B2C,"CP,ASM BSM,FRA - ALL,FSE groups",nan
1753,166,CallCenter,Jazz,Prepaid,10,400 MBs TikTok + 100 MBs Generic Data,Rs 5,Daily Tik Tok Offer,400 MBs TikTok + 100 MBs Generic Data,1 Day,24 hours,-,-,-,SIMOSA and Jazz Cash App,-,-,Active,"update : w.e.f. 13th Feb 2025 11:59PM , bundle price has been revised to PKR 5 upon subscription via SIMOSA Discounted price of Rs.3 is offered via Simosa app only effective from 27th September , 2024 (Expired) Subscription Channel: Jazz Cash App & SIMOSA App only Price: Rs. 5 Validity: day end expiry (1 day) Social Incentive: 400 MBs TikTok Free/Generic Data Incentive: 100 MBs Multiple subscription: Not Allowed Overage: Rs.2.25/MB Discounted JW Variant has been expired",7534,"400 MBs TikTok + 100 MBs Generic Data in Rs 5, subscription via JW and JC App only",-,0,nan,A,nan,Rs. 5/MB,nan,nan,"update : w.e.f. 13th Feb 2025 11:59PM , bundle price has been revised to PKR 5 upon subscription via SIMOSA",B2C,"CC - GSM JAZZ,CC - RTG,CC - CFL,CC - QA,DFS - Helpline,CE Team,CE VMT,RBH,CP,RD,ASM BSM,FRA - ALL,Business centers,EC - Managers,MKT - Segments,MKT-VAS,DIG - ALL,BO - Outsource,BO - In House,CE-Development,Jazz Q&T,CC: Credit & Collection,Social Media,Comm Unit,CX–PTA CORRESPONDENCE TEAM,FSE groups,MMBL QA,Regional Finance Business Partner,MMBL CC,JAZZ WORLD TEAM,Sales,B2B,Sales (Regional commercial),Sales Operation Executive,BIZ,DFS Customer Experience Team,CX-CIRU",nan
1770,175,CallCenter,Jazz,Prepaid,10,"3GB(4G only)+100 MB (3G/2G), 2 GB FB/WA(4G only)",CVM Campaign Only For Selected Customers,5GB 3Day CVM Bundle,"3GB(4G only)+100 MB (3G/2G), 2 GB FB/WA(4G only)",X+2 Days,12 am – 7 pm,-,-,-,CVM Campaign Only For Selected Customers,-,*655*2#,-,5GB 3Day CVM Bundle: Subscription Channels: CVM USSD: CVM Campaign Only For Selected Customers Price: Rs.0 Validity: X+2 Days Data Incentive: 3072 MB (4G only)+100 MB (3G/2G) Social Incentive : 2048 MB Facebook/WhatsApp (4G only) Overage: Rs. 2.25/MB Multiple subscription: No Allowed time window: 12 am – 7 pm,nan,-,-,0,nan,A,Offer Mechanics: Eligible customers will be able to use the given data free of cost without dialing any string Free incentives will be posted to customer based on criteria locked with CVM Customers will be informed via SMS broadcast for the posted free incentives Customer should be in active state to avail the free incentives Free incentives will expire after 3 days of posting,Rs. 5/MB,nan,nan,nan,B2C,"CC - GSM JAZZ,CC - RTG,CC - CFL,CC - QA,DFS - Helpline,CE Team,CE VMT,RBH,CP,RD,ASM BSM,FRA - ALL,EC - RCCH,Business centers,EC - Managers,MKT - Segments,MKT-VAS,DIG - ALL,BO - Outsource,BO - In House,CE-Development,Jazz Q&T,CC: Credit & Collection,Social Media,Comm Unit,7667 Helpline,CX–PTA CORRESPONDENCE TEAM,FSE groups,MMBL QA,Regional Finance Business Partner,MMBL CC,JAZZ WORLD TEAM,Sales,B2B,Sales (Regional commercial),Sales Operation Executive,BIZ,Helpdesk_CallCenter,Helpdesk_BackEndTeam,Helpdesk_ExperienceCenter,Helpdesk_Franchise,DFS Customer Experience Team,CX-CIRU,CC - GSM JAZZ,CC - GSM JAZZ,CC - GSM JAZZ",nan
1782,202,CallCenter,Jazz,Postpaid,10,6144 MBs,Rs. 5000 [Excl Tax],Postpaid Saudi Roaming Bundle -6GB,6144 MBs,45 Days,-,No,No,-,"CRM, *7626#",CRM,*7626# / *2222#,*7626#,"Saudi Data Roaming bundle is only available in Saudi Arabia Only. This bundle is configured for all Saudi Operators, out preferred partners are Etisalat and STC. Bundle is valid for 45 Days from date of subscription and standard tax will apply. Multi subscription is allowed. You can subscribe same bundle again. This is bundle is available for Entire Jazz Base i.e. Prepaid, Postpaid B2C, Postpaid B2B, Official, Employee & FNF. Official Subscribers can activate this bundle by sending an email to  “ official.phone@jazz.com.pk ”. B2B Customers can activate Saudi Bundle by coordinating with JBC or registered POC.",8617,Postpaid Saudi Roaming Bundle -6GB,*7626#,0,nan,A,"Activation Guidelines: IR with Data is the prerequisite for bundle subscription. Postpaid B2B – Kindly coordinate with your JBC or registered POC. JBCs & POCs will further coordinate with our BHL 03000160160, Business Care and Operation support Team Front agents need to ensure that IR is active in a correct order i.e. IR Voice First, followed by IR Data. Threshold Notifications are configured at 50%,90% & 100% consumption of bundles. PAY-G Consumption : Postpaid B2B, Postpaid B2C, Employee, FNF: PAY G rate will apply once the bundle expires and 0.2 $ / MB rate will apply after complete consumption of bundle. You can have a track on usage by dialing *2222# or you can track usage by SIMOSA app Trouble-shooting: In case IR is not working, kindly follow below guidelines. Manual Network Selection For Android : Go to ‘Settings’ → Network Selection → Manual Network Selection → (Search network & select from available network). For I-Phone: Go to ‘Settings’ à Mobile Data à Manual Network selection → (Search network & select from available network). Data Not Working For Android: Settings à Mobile Networks à Access Point Name à Add New APN as “jazz” (Lower Case) à Save & Select this new APN. For I-Phone: Settingsà Mobile Data àMobile Data Network à Add New APN as “jazz” (Lower Case).",See FAQs,nan,World Roaming Bundles - Data - Activation World Roaming Bundles - Data - Information World Roaming Bundles - Data - Complaints - Incentive Issue World Roaming Bundles - Data - Complaints - Wrong/Over Charging World Roaming Bundles - Data - Complaints - General,nan,B2C,",CC - GSM JAZZ,CC - QA,CE VMT,FRA - ALL,Business centers,MKT - Segments,BO - Outsource,BO - In House,Jazz Q&T,CC: Credit & Collection,Social Media,Comm Unit,CX–PTA CORRESPONDENCE TEAM,FSE groups",nan
1786,169,CallCenter,Jazz,Prepaid,5,400MB(Snapchat) and 100MB (Normal),Rs. 5,Daily Snapchat Offer,400MB(Snapchat) and 100MB (Normal),1 day,24 HRS,no,na,na,Jazz Cash and SIMOSA,Jazz Cash and SIMOSA,-,active,"We are delighted to announce that Daily Snapchat and Daily Instagram & Threads Bundles have been launched today under the ambit of having a dedicated daily social app bundles portfolio. DISCOUNTED VARIANT AVAILABLE FOR RS 3 ON SIMOSA (Expired) These offers will are available only on both SIMOSA & JazzCash w.e.f. 13th Feb 2025 11:59PM , bundle price has been revised to PKR 5 upon subscription via SIMOSA",7535,-,-,0,nan,A,"Terms and Conditions: Offers are available for prepaid subscribers only Upon subscribing to the offer, customer will be subscribed to Daily Snapchat/Instagram & Threads offer with midnight expiry (i.e. 23:59 hours of same day) Bundles are non-recursive and multiple subscriptions are not allowed on same day Customer will be charged as per their respective base rate package in case bundle incentives have exhausted and customer is not subscribed to any other bundle",Rs.5/MB,nan,Daily Snapchat - Data - Daily - Activation Daily Snapchat - Data - Daily - Information Daily Snapchat - Data - Daily - Complaints - Incentive Issue Daily Snapchat - Data - Daily - Complaints - Wrong/Over Charging Daily Snapchat - Data - Daily - Complaints - General,Work Code addition,B2C,"CC - GSM JAZZ,CC - RTG,CC - CFL,CC - QA,DFS - Helpline,CE Team,CE VMT,RBH,CP,RD,ASM BSM,FRA - ALL,Business centers,EC - Managers,MKT - Segments,MKT-VAS,DIG - ALL,BO - Outsource,BO - In House,CE-Development,Jazz Q&T,CC: Credit & Collection,Social Media,Comm Unit,CX–PTA CORRESPONDENCE TEAM,FSE groups,MMBL QA,Regional Finance Business Partner,MMBL CC,JAZZ WORLD TEAM,Sales,B2B,Sales (Regional commercial),Sales Operation Executive,BIZ,DFS Customer Experience Team,CX-CIRU",nan
